index	table_id	annotator_id	premise	hypothesis	label	unperturbed_hypothesis	original_label
985	T1778	GW33	 Insomniac was released on October 10, 1995  ( 1995-10-10 ).  Insomniac was recorded on December 1994 - May 1995.  The studio of Insomniac is Hyde Street Studios, San Francisco, California.  The producer of Insomniac are Rob Cavallo, Green Day.  	Insomniac is not recorded at Hyde Street Studios , San Francisco , California from Dec 1994 to May 1995	1	Insomniac is recorded at Hyde Street Studios, San Francisco, California from Dec 1994 to May 1995	1
857	T718	GW2	 Dianna Agron was born as Dianna Elise Agron ,  (1986-04-30) April 30, 1986 (age 32) , Savannah, Georgia, U.S..  The residence of Dianna Agron is New York City, New York.  The occupation of Dianna Agron are Actress, singer, dancer.  The years active of Dianna Agron is 2006-present. 	Dianna Agron didn't start her professional career as a dancer .	1	Dianna Agron started her professional career as a dancer.	1
774	T1834	GW14	 Into the Great Wide Open is a album.  Into the Great Wide Open was released on July 2, 1991.  Into the Great Wide Open was recorded on 1991.  The studio of Into the Great Wide Open are Rumbo Recorders, Studio C, Canoga Park, California, M.C. Studios. 	Into the Great Wide Open was not recorded and released in the same year .	0	Into the Great Wide Open was recorded and released in the same year.	2
191	T294	GW4	   In the box office, Fast & Furious made $363.2 million.   The production companies of Fast & Furious are Original Film , Relativity Media , One Race Films.  The running time of Fast & Furious is 107 minutes.  The budget of Fast & Furious is $85 million.   	The movie Fast & Furious didn't make over $250 million at the box office .	0	The movie Fast & Furious made over $250 million at the box office.	2
783	T621	GW53	 Diana and Actaeon is a painting.  The artist of Diana and Actaeon is Titian.  The medium of Diana and Actaeon is Oil on canvas.  The location of Diana and Actaeon is National Gallery, London.  	Diana and Actaeon was not painted on canvas .	0	Diana and Actaeon was painted on canvas.	2
1316	T1335	GW40	 Britt Robertson was born as Brittany Leanna Robertson ,  (1990-04-18) April 18, 1990 (age 28) , Charlotte, North Carolina, U.S..  The residence of Britt Robertson is Los Angeles, California.  The years active of Britt Robertson is 2000-present.  The home town of Britt Robertson is Greenville, South Carolina, U.S..  	Britt Robertson is not from North Carolina .	2	Britt Robertson is from North Carolina.	0
335	T1494	GW14	   The institutions of Kees Schouhamer Immink are Turing Machines Inc, Philips Research Laboratories, Institute for Experimental Mathematics, National University of Singapore.   Kees Schouhamer Immink was born on ( 1946-12-18 )  December 18, 1946  (age 72)   Rotterdam, Netherlands.  The residence of Kees Schouhamer Immink is Netherlands.  The alma mater of Kees Schouhamer Immink is Eindhoven University of Technology.   	Kees Schouhamer Immink was not affiliated with an education entity in Asia .	0	Kees Schouhamer Immink was affiliated with an education entity in Asia.	2
251	T229	GW1	 The institutions of Eugen Baumann are University of Tubingen , University of Strasburg , University of Berlin , University of Freiburg.  Eugen Baumann was born on ( 1846-12-12 ) 12 December 1846  Cannstatt, Baden-Wurttemberg, Germany.  Eugen Baumann died on 3 November 1896 (1896-11-03)  (aged 49)  Freiburg, Baden-Wurttemberg, Germany.  The residence of Eugen Baumann is Germany. 	Eugen Baumann didn't live in Germany for his whole life .	1	Eugen Baumann lived in Germany for his whole life.	1
644	T251	GW14	 The genres of Keane are Alternative rock , alternative pop , piano rock , post-Britpop.  The years active of Keane was on 1995 - 2014 (on hiatus).  The labels of Keane are Island , Interscope , Fierce Panda.  The associated acts of Keane are Mt. Desolation , Jesse Quin & The Mets. 	Keane is not associated with more than two other acts .	0	Keane is associated with more than two other acts.	2
1269	T1193	GW1	 Charles Snead Houston was born on (1913-08-24)August 24, 1913 , New York City, New York.  Charles Snead Houston died on September 27, 2009(2009-09-27) (aged 96) , Burlington, Vermont.  The children of Charles Snead Houston is 1 daughter Penny, and two sons David and Robin..  The parent(s) of Charles Snead Houston is Oscar Rempel Houston and Nelly Snead MacDonald.  	Charles Snead Houston didn't have four children .	2	Charles Snead Houston had four children.	0
464	T754	GW2	   Crowded House is a musician.  The origin of Crowded House is Melbourne, Australia.  The genres of Crowded House are Rock,  pop rock,  jangle pop,  indie rock,  alternative rock,  new wave  (early work).  The labels of Crowded House are Capitol,  ATO.   	Crowded House is not a rock band from the northern hemisphere .	2	Crowded House is a rock band from the northern hemisphere.	0
1130	T1114	GW6	 Brittany Murphy was born as Brittany Anne Bertolotti , (1977-11-10)November 10, 1977 , Atlanta, Georgia, U.S..  Brittany Murphy died on December 20, 2009(2009-12-20) (aged 32) , Los Angeles, California, U.S..  The resting place of Brittany Murphy is Forest Lawn Memorial Park (Hollywood Hills) , 34°08′39″N 118°19′11″W﻿ / ﻿34.14414°N 118.31979°W﻿ / 34.14414; -118.31979.  The spouse(s) of Brittany Murphy is Simon Monjack ( m. 2007).  	Brittany Murphy only ever didn't live in Atlanta and Los Angeles .	1	Brittany Murphy only ever lived in Atlanta and Los Angeles.	1
626	T646	GW54	 Deepwater Horizon was directed by Peter Berg.  Deepwater Horizon was produced by Lorenzo di Bonaventura, Mark Vahradian, Mark Wahlberg, Stephen Levinson, David Womark.  Deepwater Horizon was screenplay by Matthew Michael Carnahan, Matthew Sand.  Deepwater Horizon was starring Mark Wahlberg, Kurt Russell, John Malkovich, Gina Rodriguez, Dylan O'Brien, Kate Hudson. 	Deepwater Horizon was not directed by Peter Berg	0	Deepwater Horizon was directed by Peter Berg	2
1216	T1921	GW85	 Ignacy Moscicki was born on 1 December 1867 Mierzanowo, Congress Poland.  Ignacy Moscicki died on 2 October 1946 (aged 78) Versoix, Switzerland.  The spouse(s) of Ignacy Moscicki are Michalina Czyzewska (d.1932), Maria Dobrzanska (m.1933).  The number of children of Ignacy Moscicki are 4. 	Ignacy Mo_cicki was not married and had a few kids .	1	Ignacy Mo_cicki was married and had a few kids.	1
423	T44	GW14	 British Steel is a album.  British Steel was released on 14 April 1980.  British Steel was recorded on January - February 1980 at Startling Studios, Ascot, England; United Kingdom.  The length of British Steel is 36 : 10. 	You can't listen to the entire album in less than an hour .	0	You can listen to the entire album in less than an hour.	2
1159	T1158	GW40	 The president of British Academy of Film and Television Arts is Prince William, Duke of Cambridge.  The chairman of British Academy of Film and Television Arts is Anne Morrison.  The chief executive of British Academy of Film and Television Arts is Amanda Berry.  The headquarters of British Academy of Film and Television Arts is Piccadilly , London, W1J , United Kingdom. 	Prince William , Duke of Cambridge is not the President of the British Academy of Film and Television Arts .	0	Prince William, Duke of Cambridge is the President of the British Academy of Film and Television Arts.	2
1568	T2412	GW117	 Hanson is a musician.  The genres of Hanson are Pop rock, indie rock, power pop.  The years active of Hanson is 1992-present.  The labels of Hanson are MCA Music, Inc., 604, Mercury, Island, Cooking Vinyl, 3CG. 	Hanson didn't start making music in 1990 .	2	Hanson started making music in 1990.	0
892	T538	GW28	 The genres of DIA is K-pop.  The years active of DIA was on 2015 - present.  The associated acts of DIA are I.O.I, UNI.T.  The website of DIA is mbk-ent .com /main _dia.  	DIA is not made up of 8 members .	1	DIA is made up of 8 members.	1
1428	T1227	GW28	 The homeport: of INS Vikrant in 1984 is Bombay.  The armament: of INS Vikrant in 1984 is 16 × 40 mm Bofors anti-aircraft guns (later reduced to 8).  The sensors and processing systems: of INS Vikrant in 1984 are 1 × LW-05 air-search radar, 1 × ZW-06 surface-search radar, 1 × LW-10 tactical radar, 1 × Type 963 aircraft-landing radar.  The identification: of INS Vikrant in 1984 is Pennant number: R49 (1), Pennant number: R11 (2). 	The INS Vikrant ( R11 ) was not an Indian naval vessel .	0	The INS Vikrant (R11) was an Indian naval vessel.	2
1147	T1769	GW2	 In Rainbows is a album.  The genre of In Rainbows are Alternative rock, art rock, experimental rock, art pop.  The label of In Rainbows are Self-released, Xurbia Xendless, XL, TBD.  The producer of In Rainbows is Nigel Godrich.  	In Rainbows is not a rock/pop album produced by Nigel Godrich .	0	In Rainbows is a rock/pop album produced by Nigel Godrich.	2
302	T1503	GW86	   The spouse(s) of Jim Belushi are Sandra Davenport ( m.  1980;  div.  1988), Marjorie Bransfield ( m.  1990;  div.  1992), Jennifer Sloan ( m.  1998; separated 2018).  The number of children of Jim Belushi are 3; including Robert Belushi.  The occupation of Jim Belushi are Actor, comedian, farmer, singer, musician.  Jim Belushi was born on June 15, 1954  (age 64)   Chicago, Illinois, U.S..   	Jim Belushi hasn't worked as an entertainer .	0	Jim Belushi has worked as an entertainer.	2
1266	T1363	GW28	 The role of ATR 72 is Regional airliner.  The national origin of ATR 72 is France/Italy.  ATR 72 was first flight on 27 October 1988.  The primary users of ATR 72 is Wings Air , Azul Linhas Aereas , Mount Cook Airline , Firefly. 	The ATR 72 is not a decades-old European airplane .	0	The ATR 72 is a decades-old European airplane.	2
570	T679	GW28	 Destroyer is a album.  Destroyer was released on March 15, 1976.  The recorded of Destroyer is 3-6 September 1975 at Electric Lady Studios and January-February 1976 at Record Plant Studios, New York City.  The label of Destroyer is Casablanca. 	Destroyer didn't take more than a year to record and release .	2	Destroyer took more than a year to record and release.	0
1062	T1999	GW85	 Incognito is a book.  The format of Incognito is Limited series.  The publication date of Incognito was on December 2008.  The no.of series of Incognito are 6(first series), 5(second series).  	Incognito didn't come out in Dec of 2008 .	1	Incognito came out in Dec of 2008.	1
1560	T2012	GW84	 Hoobastank is a musician.  The genres of Hoobastank are Post-grunge, alternative rock, hard rock, nu metal, funk metal, ska punk.  The years active of Hoobastank was on 1994 - present.  The labels of Hoobastank are Island  (2001 - 2012), Open E, EMI (2012 - 2017), Napalm (2018 - present). 	Hoobastank's songs are not mostly post grunge .	1	Hoobastank's songs are mostly post grunge.	1
497	T180	GW4	 John Phillips is a musician.  John Phillips was also known as Papa John ,  Johnny Phillips ,  Phillips  ,  JP.  The genres of John Phillips are Folk ,  pop.  The occupation(s) of John Phillips is Musician. 	John Phillips is not known for playing folk music .	0	John Phillips is known for playing folk music.	2
340	T1623	GW4	   The in office of The Right Honourable Jeremy Corbyn MP was on 14 June 2011 – 12 September 2015.  The president of The Right Honourable Jeremy Corbyn MP is Tony Benn.  The vice president of The Right Honourable Jeremy Corbyn MP is Lindsey German.  The deputy of The Right Honourable Jeremy Corbyn MP is Chris Nineham.   	Jeremy Corbyn was not in office for over four years .	0	Jeremy Corbyn was in office for over four years.	2
677	T336	GW27	 Charles Snead Houston was born on August 24, 1913 ( 1913-08-24 )  New York City, New York.  Charles Snead Houston died on September 27, 2009 (2009-09-27)  (aged 96)  Burlington, Vermont.  The education of Charles Snead Houston are Harvard College, Columbia University College of Physicians and Surgeons.  The children of Charles Snead Houston is 1 daughter Penny, and two sons David and Robin.. 	Charles Snead Houston was not born in New York and died in Vermont .	0	Charles Snead Houston was born in New York and died in Vermont.	2
1933	T2604	GW31	 Hiromu Arakawa is a person.  The born of Hiromu Arakawa is Hiromi Arakawa ,  (1973-05-08) May 8, 1973 (age 46) , Makubetsu, Japan.  The nationality of Hiromu Arakawa is Japanese.  The notable works of Hiromu Arakawa is Fullmetal Alchemist  ,  Silver Spoon  ,  Hero Tales  ,  The Heroic Legend of Arslan.  	Hiromu Arakawa won't be turning 50 years old in 2020 .	2	Hiromu Arakawa will be turning 50 years old in 2020.	0
318	T720	GW51	   David Bowie is a album.  David Bowie was released on 1 June 1967 (1967-06-01).  David Bowie was recorded on 14 November 1966 - 25 February 1967.  The studio of David Bowie is Decca Studios, London.   	David Bowie was not one of several self-titled albums by David Bowie .	1	David Bowie was one of several self-titled albums by David Bowie.	1
1475	T1801	GW84	 The institutions of Hugh Bradner are Champion Paper &amp; Fiber Co. (1936-1937), California Institute of Technology (1938-1941), US Naval Ordnance Laboratory (1941-1943), University of Chicago (1943-1943), Los Alamos National Laboratory (1943-1946), University of California, Berkeley (1946-1961), University of California, San Diego (1961-1980).  The alma mater of Hugh Bradner are Miami University - A.B. (1937), California Institute of Technology - Ph.D. (1941).  The awards of Hugh Bradner are Miami University Medal (1960),  Sc.D. (Honorary), Miami University (1961).  The fields of Hugh Bradner are Engineering, physics, geophysics. 	Hugh Bradner didn't spend more time working in engineering than in physics .	1	Hugh Bradner spent more time working in engineering than in physics.	1
1253	T1247	GW22	 The website of J.D. Power is jdpower .com.   The founded of J.D. Power is Los Angeles, California (1968).  The headquarters of J.D. Power is Costa Mesa, California, United States.  The key people of J.D. Power is Dave Habiger, President and CEO. 	J . D . Power doesn't have only one headquarter situated in Costa Mesa , California , United States .	1	J.D. Power has only one headquarter situated in Costa Mesa, California, United States.	1
76	T754	GW2	   The genres of Crowded House are Rock,  pop rock,  jangle pop,  indie rock,  alternative rock,  new wave  (early work).  The years active of Crowded House was on 1985 (1985)-1996, 2006 (2006)-present (2011 - 2016 hiatus).  The labels of Crowded House are Capitol,  ATO.  The website of Crowded House is www.crowdedhouse.com.    	Crowded House didn't release an album on the ATO label in 2012 .	1	Crowded House released an album on the ATO label in 2012.	1
793	T1277	GW27	 The origin of Buffalo Springfield is Los Angeles, California, U.S..  The years active of Buffalo Springfield was on 1966 (1966)-1968 (1968); 2010 (2010)-2012 (2012).  The labels of Buffalo Springfield are Atco, Atlantic.  The associated acts of Buffalo Springfield are Crosby, Stills, Nash & Young, Manassas, Poco.  	Buffalo Springfield didn't have their most success with Atco records .	1	Buffalo Springfield had their most success with Atco records.	1
1045	T1422	GW74	 The birth name of Joe Walsh is Joseph Fidler.  Joe Walsh was born on ( 1947-11-20 )  November 20, 1947  (age 71)  Wichita, Kansas, U.S..  The associated acts of Joe Walsh are James Gang, Barnstorm, Eagles, Ringo Starr &amp; His All-Starr Band, John Entwistle, The Beach Boys, The Strat Pack, The Party Boys, Herbs (band), The Who, Foo Fighters.  The years active of Joe Walsh is 1964-present. 	Joe Walsh didn't begin his career after age 16 .	0	Joe Walsh began his career after age 16.	2
898	T770	GW59	 The manufacturer of Cointreau is Remy Cointreau.  The country of origin of Cointreau is Angers, France.  The alcohol by volume of Cointreau is 40%.  The proof (us) of Cointreau is 80. 	Contreau is not still in production today .	1	Contreau is still in production today.	1
729	T700	GW0	 Cowboys from Hell was released on July 24, 1990 (1990-07-24).  Cowboys from Hell was recorded on February-April 1990.  The length of Cowboys from Hell is 57:39.  The producer of Cowboys from Hell is Terry Date.  	Cowboys from Hell didn't take over half a year to record .	2	Cowboys from Hell took over half a year to record.	0
1664	T2354	GW116	 The reign of George III was on 25 October 1760 -  ,  29 January 1820.  The coronation of George III was on 22 September 1761.  The predecessor of George III is George II.  The successor of George III is George IV.  	George III’s reign didn't end on his own decision .	1	George III’s reign ended on his own decision.	1
1101	T1233	GW2	 The number of affiliations of United States Bowling Congress is 3,000.  The formation of United States Bowling Congress are As American Bowling Congress:  New York City, New York, U.S. (1895 (1895)), As USBC:  Greendale, Wisconsin, U.S. (2005 (2005)).  The number of type of United States Bowling Congress is Ten-Pin Bowling.  The number of headquarters of United States Bowling Congress is 621 Six Flags Drive, Arlington, Texas, U.S.. 	The USBC is not a Ten-Pin bowling organization headquartered in the southern US .	0	The USBC is a Ten-Pin bowling organization headquartered in the southern US.	2
51	T43	GW1	   The associated acts of James Hetfield are Metallica, Spastik Children, Leather Charm.  The birth name of James Hetfield is James Alan Hetfield.  James Hetfield was born on ( 1963-08-03 )  August 3, 1963  (age 55)  Downey, California, U.S..  The years active of James Hetfield was on 1978 - present.   	James Hetfield was not born in the Spring of 1963 .	2	James Hetfield was born in the Spring of 1963.	0
1864	T2575	GW120	 The political party of Penny Pritzker is Democratic.  The designation of Penny Pritzker is 38th United States Secretary of Commerce.  The in office of Penny Pritzker was on June 26, 2013 – January 20, 2017.  The president of Penny Pritzker is Barack Obama. 	Penny Pritzker doesn't belong to Congress party .	2	Penny Pritzker belongs to Congress party.	0
1319	T1933	GW58	 The dam of Irish War Cry is Irish Sovereign.  The damsire of Irish War Cry is Polish Numbers.  The record of Irish War Cry is 13: 5-2-0.  The country of Irish War Cry is United States. 	Irish Wary Cry is not one of the highest earning horses in United States history .	1	Irish Wary Cry is one of the highest earning horses in United States history.	1
676	T686	GW51	 Dave Mustaine is a musician.  Dave Mustaine was born on (1961-09-13) September 13, 1961 (age 57) , La Mesa, California, U.S..  The genres of Dave Mustaine are Thrash metal, heavy metal, speed metal, hard rock.  The occupation(s) of Dave Mustaine is Singer-songwriter, guitarist, producer, actor, author, talent manager. 	Dave Mustaine is not a metal rock musician from California .	0	Dave Mustaine is a metal rock musician from California.	2
264	T1739	GW28	   Houses of the Holy is a album.  Houses of the Holy was released on 28 March 1973  ( 1973-03-28 ).  Houses of the Holy was recorded on December 1971 - August 1972.  The genre of Houses of the Holy is Rock.   	Houses of the Holy is not a rock album recorded and released over a three year period .	0	Houses of the Holy is a rock album recorded and released over a three year period.	2
361	T1535	GW28	   Joe Jonas was born on August 15, 1989  (age 29)   Casa Grande, Arizona, U.S..  The associated acts of Joe Jonas are Jonas Brothers, DNCE, Demi Lovato.   The years active of Joe Jonas is 2004-present.  The partner(s) of Joe Jonas is Sophie Turner (2016-present; engaged 2017).   	Joe Jonas has not been active since his twenties .	2	Joe Jonas has been active since his twenties.	0
798	T427	GW27	 Composition with Red Blue and Yellow is a painting.  The artist of Composition with Red Blue and Yellow is Piet Mondrian.  The type of Composition with Red Blue and Yellow is Oil and paper on canvas.  The location of Composition with Red Blue and Yellow is National Museum, Belgrade, Serbia.  	'Composition with Red Blue and Yellow' was not Piet Mondrian's final oil .	1	'Composition with Red Blue and Yellow' was Piet Mondrian's final oil.	1
294	T165	GW6	 The doctoral advisor of Charles Stark Draper is Philip M. Morse.   Charles Stark Draper died on July 25, 1987 (1987-07-25)  (aged 85)  Cambridge, Massachusetts, U.S..  The alma mater of Charles Stark Draper are Massachusetts Institute of Technology , Stanford University.  The awards of Charles Stark Draper are Magellanic Premium  (1959) ,  National Medal of Science  (1964) ,  Daniel Guggenheim Medal  (1966) ,  Rufus Oldenburger Medal  (1971) ,  Richard E. Bellman Control Heritage Award  (1981). 	Charles Stark Draper didn't win awards while at MIT .	1	Charles Stark Draper won awards while at MIT.	1
550	T411	GW33	 The origin of Foghat is London, England, United Kingdom.  The genres of Foghat are Blues rock , boogie rock , hard rock , light metal.  The years active of Foghat was on 1971 - 1984 , 1986 - present.  The associated acts of Foghat is Savoy Brown. 	Foghat is not inactive from 1984-1986	1	Foghat is inactive from 1984-1986	1
1763	T2654	GW1	 The number of children of Leo Kahn are 3 (including Joseph Kahn).   Leo Kahn was born on (1916-12-31)December 31, 1916 , Medford, Massachusetts.  Leo Kahn died on May 11, 2011(2011-05-11) (aged 94) , Boston, Massachusetts.  The spouse(s) of Leo Kahn is Dorothy Davidson Kahn (1963-1975). 	Leo Kahn didn't have all of his children with Dorothy Davidson Kahn ,	1	Leo Kahn had all of his children with Dorothy Davidson Kahn,	1
1830	T2417	GW28	 Haru Urara was last updated on July 19, 2007.  	Haru Urara was not updated less than a decade ago .	2	Haru Urara was updated less than a decade ago.	0
1007	T326	GW4	 By the Way is a album.  The studio of By the Way is Cello Studios and Chateau Marmont in Los Angeles.  The label of By the Way is Warner Bros..  The producer of By the Way is Rick Rubin.  	The album By the Way didn't have multiple producers on the project .	2	The album By the Way had multiple producers on the project.	0
65	T824	GW51	   Combat Rock is a album.  Combat Rock was recorded on 1980; September 1981 at Ear Studios in London; November 1981-January 1982 at Electric Lady Studios in New York City; April 1982 in Warnford, Hampshire, England.  The label of Combat Rock are CBS,  Epic.  The producer of Combat Rock are The Clash,  Glyn Johns.    	Combat Rock was not the highest selling album in the history of The Clash .	1	Combat Rock was the highest selling album in the history of The Clash.	1
1585	T2491	GW86	 The release date of Ulee's Gold is June 13, 1997 (1997-06-13).  The running time of Ulee's Gold is 113 minutes.  The budget of Ulee's Gold is $2.7 million.  In the box office, Ulee's Gold made $9,054,736 (U.S.).  	Ulee's Gold didn't make more than  $9 , 054 , 736 worldwide .	1	Ulee's Gold made more than  $9,054,736 worldwide.	1
1226	T1470	GW68	 Julio Iglesias was born on 23 September 1943  (age 75)   Madrid, Spain.  The birth name of Julio Iglesias is Julio Jose Iglesias de la Cueva.  The spouse(s) of Julio Iglesias are Isabel Preysler ( m.  1971;  div.  1979), Miranda Rijnsburger ( m.  2010).  The number of children of Julio Iglesias are 8, including: Chabeli Iglesias Julio Iglesias Jr. Enrique Iglesias. 	Julio JosŽ Iglesias de la Cueva was not born before Enrique Iglesias .	0	Julio JosŽ Iglesias de la Cueva was born before Enrique Iglesias.	2
1464	T1963	GW95	 Illmatic was released on April 19, 1994.  The studio of Illmatic are Battery Studios, Unique Studios, Chung King Studios, D&D Recording in New York.  The genre of Illmatic are East Coast hip hop, hardcore hip hop, jazz rap.  The producer of Illmatic are Faith N.(also exec.), MC Serch  (exec.), DJ Premier, L.E.S., Pete Rock, Large Professor, Q-Tip.  	It was not produced with the help of other rappers .	1	It was produced with the help of other rappers.	1
1243	T1699	GW6	 The associated acts of Kate Bush are David Gilmour, Peter Gabriel.  Kate Bush was born on ( 1958-07-30 )  30 July 1958  (age 60)  Bexleyheath, Kent, England.  The occupation(s) of Kate Bush are Singer, songwriter, musician, record producer, director.  The instruments of Kate Bush are Vocals, piano, keyboards. 	Kate Bush didn't play piano on a record with David Gilmour .	1	Kate Bush played piano on a record with David Gilmour.	1
1509	T1401	GW2	 The number of branches of Free Library of Philadelphia is 55.  The items collected of Free Library of Philadelphia are Chamber Music Collection, Children's Literature Research Collection, Drinker Choral Music Library, Early American Children's Books, Edwin A. Fleisher Collection of Orchestral Music, Map Collection, Print and Picture Collection (largest in the U.S.A), Rare Book Collections, Sheet Music Collection, Theatre Collection.  The number of size of Free Library of Philadelphia is 4,240,304.  The number of population served of Free Library of Philadelphia is 1,560,297. 	The Free Library of Philadelphia doesn't have twice as many items in their print and picture collection than they do books .	1	The Free Library of Philadelphia has twice as many items in their print and picture collection than they do books.	1
246	T277	GW28	   Charo was born as (Disputed DOB) Molina de Segura, Region of Murcia, Spain.  The years active of Charo was on 1963 - present.  The spouse(s) of Charo are Xavier Cugat (1966 - 1978) , Kjell Rasten (1978 - present).  The number of children of Charo are 1.    	Charo's career hasn't spanned eight decades .	2	Charo's career has spanned eight decades.	0
232	T948	GW28	   Kingdom of France Royaume de France is a country.  The common languages of Kingdom of France Royaume de France is French.  The religion of Kingdom of France Royaume de France is Roman Catholicism.  The prime minister of Kingdom of France Royaume de France are Charles de Benevent  (first) (1815), Jules de Polignac  (last) (1829-1830).   	Kingdom of France was not a Christian , French-speaking country led by royalty .	0	Kingdom of France was a Christian, French-speaking country led by royalty.	2
832	T769	GW4	 Coheed and Cambria is a musician.  The genres of Coheed and Cambria are Progressive rock, alternative rock, progressive metal, emo.  The labels of Coheed and Cambria are 300, Roc Nation, Evil Ink, Hundred Handed/Everything Evil, B-Unique, Columbia, Equal Vision, Roadrunner, Sony.  The associated acts of Coheed and Cambria are The Prize Fighter Inferno, Davenport Cabinet, Weerd Science, Fire Deuce, 3. 	The band Coheed and Cambria hasn't published several albums .	1	The band Coheed and Cambria has published several albums.	1
740	T893	GW11	 Cape Town is a city.  The city area of Cape Town is 433,688.  The metro area of Cape Town is 4,005,015.  The metro density of Cape Town is 1,600/sq km  (4,200/sq mi). 	Cape Town is not the largest city in its area .	1	Cape Town is the largest city in its area.	1
1021	T453	GW4	 The related products of Chiswick Bitter is ESB, London Pride, Honey Dew.  The type of Chiswick Bitter is Beer.  The manufacturer of Chiswick Bitter is Fuller's Brewery.  The country of origin of Chiswick Bitter is UK. 	The beer Chiswick Bitter hasn't been brought to the United States for sale .	1	The beer Chiswick Bitter has been brought to the United States for sale.	1
162	T1629	GW28	   The genres of Jefferson Airplane are Psychedelic rock, acid rock, folk rock, garage rock.  The years active of Jefferson Airplane was on 1965-1972, 1989, 1996.  The labels of Jefferson Airplane are Grunt/RCA Records, Epic/Sony Music Entertainment.  The associated acts of Jefferson Airplane are The Great Society, Hot Tuna, Jefferson Starship, Starship, KBC Band, New Riders of the Purple Sage.   	Jefferson Airplane hasn't performed since 1965 without a break .	2	Jefferson Airplane has performed since 1965 without a break.	0
125	T311	GW27	   Charles Xavier Thomas was born on May 5, 1785  Colmar, France.  Charles Xavier Thomas died on March 12, 1870   ( 1870-03-13 )  (aged 84)  Paris, France.  The nationality of Charles Xavier Thomas is French.  Charles Xavier Thomas was known for Arithmometer.    	The inventor of the Arithmometer was not Belgian .	2	The inventor of the Arithmometer was Belgian.	0
336	T1917	GW28	   The speakers of the council of representatives  of Republic of Iraq is Mohamed al-Halbousi.  The official languages of Republic of Iraq are Arabic, Kurdish.  The religion of Republic of Iraq is Islam.  The demonym(s) of Republic of Iraq is Iraqi.   	Republic of Iraq doesn't have a Christian minority population .	1	Republic of Iraq has a Christian minority population.	1
850	T588	GW51	 The genres of Daft Punk are French house, electronic, dance, disco.  The years active of Daft Punk was on 1993 -present.  The labels of Daft Punk are Daft Life, Columbia, Virgin, EMI Labels France, Delabel, Soma, Walt Disney.  The associated acts of Daft Punk are Darlin', Stardust, Together, Le Knight Club, Kanye West, Pharrell Williams, The Weeknd. 	Daft Punk doesn't have several commercially successful albums , including Discovery , Human After All , and Random Access Memories .	1	Daft Punk has several commercially successful albums, including Discovery, Human After All, and Random Access Memories.	1
786	T295	GW14	 The nationality of James Paris Lee is British from 1831, United States from 1896.  The occupation of James Paris Lee is Weapons designer.  The spouse(s) of James Paris Lee is Caroline Chrysler Lee.  The children of James Paris Lee are William Lee ,  George Miles Lee. 	James Paris Lee didn't have dual citizenship .	0	James Paris Lee had dual citizenship.	2
771	T984	GW59	 Brightest Day was written by Geoff Johns ,  Peter Tomasi.  The penciller(s) of Brightest Day are Scott Clark ,  Patrick Gleason ,  Joe Prado ,  Ivan Reis ,  Ardian Syaf.  The inker(s) of Brightest Day are Oclair Albert ,  Dave Beaty ,  Vicente Cifuentes ,  Mark Irwin.  The colorist(s) of Brightest Day is Peter Steigerwald. 	Geoff Johns didn't write slightly more of Brightest Day than Peter Tomasi .	1	Geoff Johns wrote slightly more of Brightest Day than Peter Tomasi.	1
1322	T1216	GW1	 Charles Proteus Steinmetz died on October 26, 1923(1923-10-26) (aged 58) , Schenectady, New York, United States.  The occupation of Charles Proteus Steinmetz is Mathematician and electrical engineer.  Charles Proteus Steinmetz was known for Steinmetz's equation, Alternating current, Electric power industry, Hysteresis, Steinmetz equivalent circuit, Mechanicville Hydroelectric Plant, Metal-halide lamp, Network synthesis filters, Passive analogue filter development, Phasor measurement unit, Steinmetz solid, Transmission line, Wireless power, Engineering education.  The awards of Charles Proteus Steinmetz is Elliott Cresson Medal (1913).  	Charles Proteus Steinmetz didn't win the Elliott Cresson Medal for his work with wireless power .	1	Charles Proteus Steinmetz won the Elliott Cresson Medal for his work with wireless power.	1
585	T1013	GW51	 The sire of Cass Ole is Al-Marah Cassanova [1].  The breeder of Cass Ole is Donoghue Arabians.  The owner of Cass Ole is San Antonio Arabians.  Cass Ole was foaled on March 6, 1969. 	Cass Ole was not owned and trained by the Donoghues .	2	Cass Ole was owned and trained by the Donoghues.	0
1870	T2013	GW84	 Indiana Jones and the Temple of Doom was directed by Steven Spielberg.  Indiana Jones and the Temple of Doom was produced by Robert Watts.  Indiana Jones and the Temple of Doom was story by George Lucas.  Indiana Jones and the Temple of Doom was starring Harrison Ford, Kate Capshaw, Amrish Puri, Roshan Seth, Philip Stone, Jonathan Ke Quan. 	Indiana Jones and the Temple of Doom was not the biggest earner that Harrison Ford ever starred in .	1	Indiana Jones and the Temple of Doom was the biggest earner that Harrison Ford ever starred in.	1
871	T669	GW51	 Deontay Wilder is a person.  The total fights of Deontay Wilder is 41.  The wins of Deontay Wilder is 40.  The losses of Deontay Wilder is 0. 	Deontay Wilder is not a famous fighter whom has never had a professional loss .	0	Deontay Wilder is a famous fighter whom has never had a professional loss.	2
900	T1171	GW28	 Boyzone is a musician.  The origin of Boyzone is Dublin, Ireland.  The genres of Boyzone is Pop.  The labels of Boyzone is Universal, Warner. 	Boyzone was not an Irish pop group .	0	Boyzone was an Irish pop group.	2
