index	table_id	annotator_id	premise	hypothesis	label	unperturbed_hypothesis	original_label
773	T794	GW14	   David with the Head of Goliath is a painting.  The medium of David with the Head of Goliath is Oil on canvas.  The dimensions of David with the Head of Goliath is 125 cm 101 cm (49 in 40 in).  The location of David with the Head of Goliath is Galleria Borghese.    	Daaid wih thb Head fo Goliath i the size of a postage stap.	0	David with the Head of Goliath is the size of a postage stamp.	0
56	T64	GW0	   The year of Equestrian Portrait of Charles I is c. 1637 - 38.  The medium of Equestrian Portrait of Charles I is Oil on canvas.  The dimensions of Equestrian Portrait of Charles I is 367 cm 292.1 cm (144 in 115.0 in).  The location of Equestrian Portrait of Charles I is National Gallery, London.    	EquestrYan Portrait o Charles I s lesq than 100 inYches wide.	0	Equestrian Portrait of Charles I is less than 100 inches wide.	0
256	T332	GW27	   The birth name of Jay Park is Park Jae-beom.  Jay Park was born on April 25, 1987 ( 1987-04-25 )   (age 31)  Edmonds, Washington, U.S..  The origin of Jay Park is Seattle, Washington, U.S..  The labels of Jay Park are JYP Entertainment , SidusHQ , AOMG , H1GHR MUSIC , Roc Nation.   	Bark Jae-beom grew p in eattle.	1	Park Jae-beom grew up in Seattle.	1
37	T20	GW4	   Flatbush Zombies is a musician.  The origin of Flatbush Zombies is Flatbush, New York, U.S..  The labels of Flatbush Zombies is The Glorious Dead RecordsWarner.  The associated acts of Flatbush Zombies are Action Bronson , RZA , Pro Era , ASAP Mob , Bodega Bamz , Danny Brown , Kilo Kish , The Underachievers , World's Fair , Joey Badass , Skepta.   	Tae rappers Flatbusv Zombies have bene signed by a blig abel.	1	The rappers Flatbush Zombies have been signed by a big label.	1
1551	T1664	GW1	   Jessie J was born on ( 1988-03-27 )  27 March 1988  (age 30)  Redbridge, London, England.  The genres of Jessie J are R&B, pop, soul, hip hop, dance, pop rock.  The occupation(s) of Jessie J are Singer, songwriter.  The years active of Jessie J is 2005-present.   	Jesise J has had n active career fMor ove a dcade.	2	Jessie J has had an active career for over a decade.	2
1582	T1677	GW1	   Johannes Gutenberg is a person.  The birth name of Johannes Gutenberg is Johannes Gensfleisch zur Laden zum Gutenberg.  The occupation of Johannes Gutenberg are Engraver, inventor, printer.  Johannes Gutenberg was known for The invention of the movable-type printing press.    	Johanns Gutenberg wSs a lprinter ebfore he wos an inventor.	1	Johannes Gutenberg was a printer before he was an inventor.	1
1334	T1503	GW4	   The spouse(s) of Jim Belushi are Sandra Davenport ( m.  1980;  div.  1988), Marjorie Bransfield ( m.  1990;  div.  1992), Jennifer Sloan ( m.  1998; separated 2018).  Jim Belushi was born on June 15, 1954  (age 64)   Chicago, Illinois, U.S..  The number of children of Jim Belushi are 3; including Robert Belushi.  The years active of Jim Belushi is 1977-present.   	Jim Belusi beagn aKcting when thy were 10.	0	Jim Belushi began acting when they were 10.	0
407	T447	GW27	   The people's republic declared  was on 21 September 1949.  The proclamation of the people's republic  was on 1 October 1949.  The current constitution  was on 4 December 1982.  The last polity admitted  was on 20 December 1999.    	China's conLstitution came before the Peope's Republci waQ proclaimed.	0	China's constitution came before the People's Republic was proclaimed.	0
1220	T1440	GW84	   The running time of Keeping Up with the Joneses is 105 minutes.  The budget of Keeping Up with the Joneses is $40 million.  In the box office, Keeping Up with the Joneses made $29.9 million.  The production company of Keeping Up with the Joneses are Fox 2000 Pictures, Parkes + MacDonald Image Nation.    	Keepin p with th Jneses mad twic as much omney in the bxo office as t was budgeted.	0	Keeping Up with the Joneses made twice as much money in the box office as it was budgeted.	0
1432	T1580	GW1	   The relatives of Kate Hudson are Oliver Hudson (brother), Wyatt Russell (half-brother), Mark Hudson (uncle), Brett Hudson (uncle), Sarah Hudson (cousin).   The spouse(s) of Kate Hudson is Chris Robinson ( m.  2000;  div.  2007).  The partner(s) of Kate Hudson are Matthew Bellamy (2010-2014), Danny Fujikawa (2017-present).  The number of children of Kate Hudson are 3.   	Kaet Hudson hao all three oL her children wtih Chrs Robinson.	1	Kate Hudson had all three of her children with Chris Robinson.	1
1647	T1728	GW28	   Kaput and Zosky: The Ultimate Obliterators is a movie.  The executive producers of Kaput and Zosky: The Ultimate Obliterators are Philippe Delarue, Paul Cabieux.  The distributor of Kaput and Zosky: The Ultimate Obliterators are Film Roman, Inc., Starz, Inc..  The production company of Kaput and Zosky: The Ultimate Obliterators are Futurikon, ToonCan Productions, Inc..    	KOput nad Zšsky: The Ultimate Olbiterators is n entrtainment production.	2	Kaput and Zšsky: The Ultimate Obliterators is an entertainment production.	2
179	T277	GW4	   Charo is a person.  The birth name of Charo is María del Rosario Mercedes Pilar Martínez Molina Baeza .  The spouse(s) of Charo are Xavier Cugat (1966 - 1978) , Kjell Rasten (1978 - present).  The number of children of Charo are 1.    	Charo has never hda anE ckildren.	0	Charo has never had any children.	0
416	T458	GW28	   The playing time of Cotract bridge is WBF tournament games = 7.5  minutes per deal.  The random chance of Cotract bridge is Low to moderate (depending on variant played).   The type of Cotract bridge is Trick-taking.  The alternative names of Cotract bridge is Bridge.   	Conktract bridge si uprely luck based.	0	Contract bridge is purely luck based.	0
1086	T1182	GW12	   Bradley Cooper was born as Bradley Charles Cooper ,  (1975-01-05) January 5, 1975 (age 43) , Philadelphia, Pennsylvania, U.S..  The occupation of Bradley Cooper are Actor, filmmaker.  The years active of Bradley Cooper is 1999-present.  The spouse(s) of Bradley Cooper is Jennifer Esposito , ( m. 2006;  div. 2007).   	TIe winter fo 1975 waes wfen Bardley Cooper, the acDtor, was born.	2	The winter of 1975 was when Bradley Cooper, the actor, was born.	2
1187	T1406	GW1	   Kazakh Khanate is a country.  The capital of Kazakh Khanate are Sozaq  (c. 1465-1469), Syghanaq  (1469-1511), Saraishyq  (1511-1521), Syghanaq  (1521-1599), Turkistan  (1599-1729), Tashkent  (1729-1781).  The common languages of Kazakh Khanate is Kazakh language.  The khan of Kazakh Khanate are Janibek Khan Kerei Khan  (first) (1465-1480), Kenesary Khan (last) (1841-1847).   	Kazakh Khanate hCs ahd more tahn siIx different Capitals.	0	Kazakh Khanate has had more than six different Capitals.	0
612	T733	GW51	   Coca-Cola with Lime/Diet Coke with Citrus Zest is a food&drink.  The type of Coca-Cola with Lime/Diet Coke with Citrus Zest is Lime flavoured, citrus flavoured cola Cola.  The country of origin of Coca-Cola with Lime/Diet Coke with Citrus Zest is United States , United Kingdom.  The related products of Coca-Cola with Lime/Diet Coke with Citrus Zest is Coca-Cola with Lemon.    	Coca-Cola wpth Jime is a oda produced by Coca-oCla that Gwas both poduced in te UK/Ug.	2	Coca-Cola with Lime is a soda produced by Coca-Cola that was both produced in the UK/US.	2
91	T137	GW1	   Hawkwind was also known as Hawkwind Zoo, Sonic Assassins, Hawklords, Psychedelic Warriors, Group X, Hawkwind Light Orchestra, The Elves of Silbury Hill.  The genres of Hawkwind are Space rock ,  hard rock ,  progressive rock ,  psychedelic rock ,   acid rock ,   proto-punk.  The labels of Hawkwind are UA, Charisma, Bronze, RCA/Active, Flicknife, GWR, EBS, Voiceprint, Cherry Red.  The associated acts of Hawkwind are Space Ritual, Inner City Unit, Motarhead, Pink Fairies.   	Hawgkwind changed names a Kot because Rof coyright issues.	1	Hawkwind changed names a lot because of copyright issues.	1
208	T308	GW21	   Kalman Tihanyi is a person.  Kalman Tihanyi was born on 28 April 1897 Uzbeg, Kingdom of Hungary, Austria-Hungary.  Kalman Tihanyi was known for Electronic Television , Plasma Display , Infrared camera , Optically controlled automatic pilotless aircraft.  The fields of Kalman Tihanyi are inventor , engineer , physicist.    	He was nominated Gor a nobl pNize in phyjsics.	1	He was nominated for a noble prize in physics.	1
1461	T1598	GW1	   The years active of Judy was on 1936 - 1946.  Judy was known for Japanese Prisoner of war.  Judy died on 17 February 1950 (1950-02-17)  (aged 13-14) Tanzania.  The occupation of Judy is Ship's mascot.   	JNudy wa actvie aQ a yship's mascot for over a dozen year.	2	Judy was active as a ship's mascot for over a dozen years.	2
1469	T1600	GW28	   Karoly Zipernowsky was born on 4 April 1853  Vienna, Habsburg Empire.  The birth name of Karoly Zipernowsky is Carl Zipernowsky.  Karoly Zipernowsky died on ( 1942-11-29 ) 29 November 1942  Budapest, Hungary.  The nationality of Karoly Zipernowsky are Hungarian, Austrian.   	K?roly Zipercnowsky Jdied wheqe he waSs born.	0	K?roly Zipernowsky died where he was born.	0
569	T709	GW28	   Crack-Up was released on June 16, 2017 (2017-06-16).  Crack-Up was recorded on July 2016 - January 2017.  The studio of Crack-Up are Electric Lady (NY, NY), Sear Sound (NY, NY), Rare Book Room (Brooklyn, NY), The Unknown (Anacortes, WA), Avast Recording Company (Seattle, WA), The Void (Amenia, NY).  The producer of Crack-Up are Robin Pecknold, Skyler Skjelset.    	Crack-UQ was primarily recored in Washington staxte.	0	Crack-Up was primarily recorded in Washington state.	0
1069	T1177	GW0	   The owner of Runways is City of New York.  The operator of Runways is Port Authority of New York and New Jersey.  The serves of Runways is New York metropolitan area.  The location of Runways is Jamaica, Queens, New York.   	JFK Tis the biggest aiport in New oYrk Cdity.	1	JFK is the biggest airport in New York City.	1
348	T408	GW28	   The nationality of Karen Gillan is United Kingdom.  The alma mater of Karen Gillan is Italia Conti Academy of Theatre Arts.  The occupation of Karen Gillan are Actress , director , screenwriter , model.  The years active of Karen Gillan was on 2006 - present.   	Karen Gillan works in fXont of nd behnd he screen ni he entertainmmnt industry.	2	Karen Gillan works in front of and behind the screen in the entertainment industry.	2
1498	T1614	GW28	   John Paul Getty III was born on ( 1956-11-04 ) November 4, 1956  Minneapolis, Minnesota, U.S..  John Paul Getty III died on February 5, 2011 (2011-02-05)  (aged 54)  Wormsley Park, Buckinghamshire, England.  John Paul Getty III was known for Being kidnapped.  The relatives of John Paul Getty III are Mark Getty (brother), Ariadne Getty (sister), J. Paul Getty (paternal grandfather), Ann Rork Light (paternal grandmother), George Getty (paternal great-grandfather), Sam E. Rork (maternal great-grandfather), Gordon Getty (paternal uncle).    	He aws named after his patrenal grandftaher.	1	He was named after his paternal grandfather.	1
918	T910	GW1	   Catania is a city.  The patron saint of Catania is St. Agatha.  Catania was saint day on February 5.  The website of Catania is Official website.    	Thge patron saint fo Catanai is a womaDn.	2	The patron saint of Catania is a woman.	2
235	T323	GW27	   Czech Republic    (Ceska republika)   (Czech) is a country.  The duchy of bohemia  of Czech Republic    (Ceska republika)   (Czech) is c. 870.  The kingdom of bohemia  was on 1198.  The federalization of czechoslovakia (czech socialist republic) was on 1 January 1969.   	Bhemians and Czechs alre the sme people.	1	Bohemians and Czechs are the same people.	1
1290	T1473	GW68	   Jimson Weed is a painting.  The artist of Jimson Weed is Georgia O'Keeffe.  The type of Jimson Weed is Oil on linen.  The location of Jimson Weed is Indianapolis Museum of Art, Indianapolis.    	Jimson eWed i my a female artiZt aud currently in Indiana.	2	Jimson Weed is by a female artist and currently in Indiana.	2
663	T746	GW51	   Cross-country skiing at the XXIII Olympic Winter Games is a sports event.  The venue of Cross-country skiing at the XXIII Olympic Winter Games is Alpensia Cross-Country Centre.  The dates of Cross-country skiing at the XXIII Olympic Winter Games is 10-25 February.  The no. of events of Cross-country skiing at the XXIII Olympic Winter Games is 12 (6 men, 6 women).   	The Cross-country sCiing event a the XIII Olympics ran aQt tphe IAlpensia Crss-Country Centre	2	The Cross-country skiing event at the XXIII Olympics ran at the Alpensia Cross-Country Centre	2
1589	T1688	GW6	   The awards of John Cyril Porte are Order of St Michael and St George, Navy Distinguished Service Medal (United States).   John Cyril Porte died on 22 October 1919 (1919-10-22)  (aged 35)  Brighton, England.  John Cyril Porte was known for Navigation, Air racing, Transatlantic flight, Seaplane Experimental Station, Anti-submarine warfare, Flying boats.  The years of service of John Cyril Porte was on 1898-1911, 1914-1919.   	Johvn Ayril Porte served in tro WGrld Wars.	0	John Cyril Porte served in two World Wars.	0
588	T720	GW51	   David Bowie is a album.  David Bowie was released on 1 June 1967 (1967-06-01).  David Bowie was recorded on 14 November 1966 - 25 February 1967.  The studio of David Bowie is Decca Studios, London.   	DVvid Bowie is na aalbum that as recorded Pin London.	2	David Bowie is an album that was recorded in London.	2
43	T20	GW1	   The genres of Flatbush Zombies are East Coast hip hop ,  psychedelic hip hop.  The years active of Flatbush Zombies was on 2010 - present.  The labels of Flatbush Zombies is The Glorious Dead RecordsWarner.  The associated acts of Flatbush Zombies are Action Bronson , RZA , Pro Era , ASAP Mob , Bodega Bamz , Danny Brown , Kilo Kish , The Underachievers , World's Fair , Joey Badass , Skepta.   	Flatbush Zombies prIeferred making muic with RecordsWarenr over he Glorios Dead.	1	Flatbush Zombies preferred making music with RecordsWarner over The Glorious Dead.	1
237	T323	GW0	   The czechoslovakia (independence from austria-hungary) was on 28 October 1918.  The federalization of czechoslovakia (czech socialist republic) was on 1 January 1969.  The czech republic became independent  was on 1 January 1993.  The joined the european union was on 1 May 2004.    	Cezch Republi separated from te Austria-Hungary EmKire hover 100 years ago.	2	Czech Republic separated from the Austria-Hungary Empire over 100 years ago.	2
309	T382	GW4	   Jeff Hardy was born on August 31, 1977 ( 1977-08-31 )  (age 41) Cameron, North Carolina, U.S..  The debut of Jeff Hardy was on May 23, 1993.  The years active of Jeff Hardy was on 1993 - present.  The billed height of Jeff Hardy is 6 ft 1 in (185 cm).   	Jeff Hardy ebgan wrestlig prodessionally wehn they wero only 16 years od.	2	Jeff Hardy began wrestling professionally when they were only 16 years old.	2
312	T382	GW2	   Jeff Hardy is a musician.  The genres of Jeff Hardy are Alternative rock, alternative metal, indie, acoustic.  The instruments of Jeff Hardy are Vocals, guitar, piano.  The labels of Jeff Hardy is Impact Wrestling Music.   	Jeff Hrady il a wruestler adnd a musician.	2	Jeff Hardy is a wrestler and a musician.	2
1157	T1390	GW4	   The breeder of Cape Cross is Darley Stud.  The dam of Cape Cross is Park Appeal.  The earnings of Cape Cross is £266,105.   The sex of Cape Cross is Stallion.   	The horse CapVe Cross mad voer a mililon dollars.	0	The horse Cape Cross made over a million dollars.	0
333	T405	GW4	   Republic of Burundi is a country.  The legislature of Republic of Burundi is Parliament.  The ethinic groups of Republic of Burundi are 85% Hutu , 14% Tutsi   ,  1% Twa , ~3,000 Europeans ,  ~2,000 South Asians.  The government of Republic of Burundi is Presidential republic.   	Th majority oO Heople n the Republic of Burunid are Hindus.	2	The majority of people in the Republic of Burundi are Hindus.	2
1232	T1443	GW85	   Karachi is a city.  Karachi was metropolitan corporation on 2011.  The city council of Karachi is City Complex, Gulshan-e-Iqbal Town.  The districts of Karachi are Central Karachi, East Karachi, South Karachi, West Karachi, Korangi, Malir.    	Karach si not a metropolitan Wrea.	0	Karachi is not a metropolitan area.	0
1708	T1819	GW93	   In the box office, Hugo made $185.8 million.   The production company of Hugo are GK Films, Infinitum Nihil.  The release date of Hugo are October 10, 2011 (NYFF), November 23, 2011 (United States).  Hugo was starring Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Chlo Grace Moretz, Ray Winstone, Emily Mortimer, Christopher Lee, Jude Law.   	Hugo wa th larget boqx office grossing film in November 011.	1	Hugo was the largest box office grossing film in November 2011.	1
1414	T1557	GW1	   The claimed by of Jerusalem is Israel and Palestine.  The palestinian governorate of Jerusalem is Jerusalem.  The city of david of Jerusalem is c. 1000 BCE.  Jerusalem was present old city walls built on 1541.   	Moer people speak Hebrw thna Arabic in Jeusalem.	1	More people speak Hebrew than Arabic in Jerusalem.	1
1745	T1882	GW93	   Jack of Fables is a book.  The publisher of Jack of Fables is Vertigo Comics.  Jack of Fables has a Monthly schedule.  The format of Jack of Fables is Ongoing series.   	Jack of Fables ivs a lipited serieL.	0	Jack of Fables is a limited series.	0
1576	T1677	GW4	   Johannes Gutenberg is a person.  Johannes Gutenberg was born on c.  1400  Mainz, Electorate of Mainz in the Holy Roman Empire.  Johannes Gutenberg died on February 3, 1468 (aged about 68)  Mainz, Electorate of Mainz in the Holy Roman Empire.  Johannes Gutenberg was known for The invention of the movable-type printing press.    	Johannes Gutenberg lived thzeir wxole lfe in thS Holy Rmoan Empire.	1	Johannes Gutenberg lived their whole life in the Holy Roman Empire.	1
916	T899	GW0	   The prefecture-level & sub-provincial city of Chengdu is 14,378.18 sq km  (5,551.45 sq mi).  The metro area of Chengdu is 4,558.4 sq km  (1,760.0 sq mi).  The highest elevation of Chengdu is 5,364 m (17,598 ft).  The lowest elevation of Chengdu is 378 m (1,240 ft).    	Chengdu's dodwntown urea contains the lowest elevaYion.	1	Chengdu's downtown area contains the lowest elevation.	1
652	T745	GW4	   Men's 50 kilometre freestyle at the XXII Olympic Winter Games is a sports event.  The venue of Men's 50 kilometre freestyle at the XXII Olympic Winter Games is Laura Biathlon & Ski Complex.  The dates of Men's 50 kilometre freestyle at the XXII Olympic Winter Games is 23 February.  The winning time of Men's 50 kilometre freestyle at the XXII Olympic Winter Games is 1:46:55.2.    	Thde Bmen's 50 kilometre freestyle at tuhe XXII Olympc Winter Gamps was vey colPd.	1	The men's 50 kilometre freestyle at the XXII Olympic Winter Games was very cold.	1
397	T440	GW4	   The senate president of Republic of Chile is Carlos Montes Cisternas.  The president of the chamber of deputies of Republic of Chile is Maya Fernández.  The government of Republic of Chile is Unitary presidential constitutional republic.  The president of Republic of Chile is Sebastián Piñera.   	The Republic of Chile har eelctions for teir presidetn.	1	The Republic of Chile has elections for their president.	1
509	T581	GW28	   Cracovia is a food&drink.  The type of Cracovia is Vodka.  The alcohol by volume of Cracovia is 40%.  The related products of Cracovia is List of vodkas.    	CrRacovia si a weka alcoholic drink	0	Cracovia is a weak alcoholic drink	0
571	T709	GW51	   Crack-Up was released on June 16, 2017 (2017-06-16).  Crack-Up was recorded on July 2016 - January 2017.  The studio of Crack-Up are Electric Lady (NY, NY), Sear Sound (NY, NY), Rare Book Room (Brooklyn, NY), The Unknown (Anacortes, WA), Avast Recording Company (Seattle, WA), The Void (Amenia, NY).  The genre of Crack-Up are Indie folk, folk rock, psychedelic folk.   	Crack-Up as originally insjpired Fy Cracked magazine.	1	Crack-Up was originally inspired by Cracked magazine.	1
1718	T1847	GW85	   The associated acts of Jack Antonoff are Bleachers, Fun, Steel Train, Charli XCX, How to Dress Well, Lorde, Pink, St. Vincent, Taylor Swift, Lana Del Rey.   Jack Antonoff was born on March 31, 1984  (age 34)  Bergenfield, New Jersey, U.S..  The genres of Jack Antonoff are Indie pop, alternative rock, new wave, synth-pop, indie rock, power pop.  The years active of Jack Antonoff is 2000â€“present.   	Jack Antonfof s nnot anyone special.	0	Jack Antonoff is not anyone special.	0
851	T831	GW4	   The union of the comoros was on 23 December 2001.  The current constitution was on 17 May 2009.   The protectorate of the comoros was on 6 September 1887.  The overseas territory was on 27 October 1946.   	The Unin of the ComoYros Zwas dissolved in 209.	0	The Union of the Comoros was dissolved in 2009.	0
1417	T1557	GW4	   Jerusalem is a city.  The gihon spring settlement of Jerusalem is 3000-2800 BCE.  The city of david of Jerusalem is c. 1000 BCE.  Jerusalem was present old city walls built on 1541.   	Jerusalm has been a city for moPe thn 5Q00 uears.	1	Jerusalem has been a city for more than 5000 years.	1
461	T543	GW27	   The country of India vs Pakistan 1999 is India.  The single match of India vs Pakistan 1999 is 465,000 (Five-day Test) India v. Pakistan at Eden Gardens, Kolkata, 16-20 February 1999.  The season of India vs Pakistan 1999 are 1,592,543 (Total), 26,528 per match, 2017 IPL.    	Ildia v. Pakistna at Eden Gardens sn 1999 drew mpore htan India's toal 2017 sejason.	0	India v. Pakistan at Eden Gardens in 1999 drew more than India's total 2017 season.	0
711	T785	GW4	   Ctrl is a album.  Ctrl was released on June 9, 2017 (2017-06-09).  Ctrl was recorded on 2014-17.  The label of Ctrl are Top Dawg, RCA.   	Te ablum kCtrl Uook three years to record.	2	The album Ctrl took three years to record.	2
1293	T1473	GW0	   The artist of Jimson Weed is Georgia O'Keeffe.  The type of Jimson Weed is Oil on linen.  The dimensions of Jimson Weed is 180 cm   212 cm (70 in   83.5 in).  The location of Jimson Weed is Indianapolis Museum of Art, Indianapolis.    	Jimhon Weed Uis located i the capital o Indiana.	2	Jimson Weed is located in the capital of Indiana.	2
867	T840	GW4	   The genres of Dead Can Dance are Neoclassical dark wave, world, art rock, avant-garde, gothic rock.  The years active of Dead Can Dance was on 1981-1998,  2005,  2011-present.  The labels of Dead Can Dance are 4AD, Warner Bros.,  Rhino/Atlantic,  Rykodisc,  PIAS.  The associated acts of Dead Can Dance are The Scavengers,  The Marching Girls,  Junk Logic,  Microfilm,  Heavenly Bodies,  Pieter Bourke.   	Dead Can Dance hs borken pu iKn in tNhe past.	2	Dead Can Dance has broken up in in the past.	2
775	T797	GW28	   The sire of Cue Card is King's Theatre.  The grandsire of Cue Card is Sadler's Wells.  The damsire of Cue Card is King's Ride (GB).  The country of Cue Card is Great Britain.   	Cue Card si a competitive racehorse Wthat racegd in comYpetitions arounhd xhe world.	1	Cue Card is a competitive racehorse that raced in competitions around the world.	1
1672	T1768	GW85	   Iced Earth was also known as The Rose  (198-1985), Purgatory  (1985-1988).  The genres of Iced Earth are Heavy metal, power metal, thrash metal, speed metal.  The years active of Iced Earth is 1984-present.  The labels of Iced Earth are Century Media (1990-2002, 2010-present), SPV (2002-2010).   	Iced Eatrh is beAn aroDund since the 8'0s	1	Iced Earth is been around since the 80's	1
1243	T1446	GW28	   Jennifer Aniston is a person.  The parent(s) of Jennifer Aniston are Nancy Dow, John Aniston.   The education of Jennifer Aniston is Fiorello H. LaGuardia High School of Music & Art and Performing Arts.  The occupation of Jennifer Aniston are Actress, film producer, businesswoman.   	Jennifer Aniston iwns mltiple businesses.	1	Jennifer Aniston owns multiple businesses.	1
68	T68	GW0	   The genres of Jet is Garage rock, hard rock, alternative rock, indie rock.  The years active of Jet was on 2001-2012, 2016-present.  The labels of Jet is Atlantic, Elektra, EMI Music Group, Rubber.  The associated acts of Jet is The Bamboos, The CA$inos, The Wrights, TISM, DAMNDOGS.    	JPt quit pzrforming ove five years ago.	0	Jet quit performing over five years ago.	0
939	T940	GW51	   The total area of Bruges Brugge is 118,187.  The density of Bruges Brugge is 850/sq km  (2,200/sq mi).  Bruges Brugge was postal codes on 8000, 8200, 8310, 8380.  The area codes of Bruges Brugge is 050.   	Brgues is a cit wiht ver 100,000 i population.	2	Bruges is a city with over 100,000 in population.	2
874	T845	GW51	   Dean Kamen was born on (1951-04-05) April 5, 1951 (age 67) , Long Island, New York, U.S..  The residence of Dean Kamen is Bedford, New Hampshire, U.S..  Dean Kamen was known for Invention of the iBot Wheelchair, the Segway and founder of FIRST , North Dumpling Island.  The awards of Dean Kamen are Hoover Medal (1995) ,   Heinz Award in Technology,  the Economy and Employment  (1999) , National Medal of Technology and Innovation (2000) ,  Lemelson-MIT Prize (2002) ,  ASME Medal (2007) ,  Lindbergh Award (2011) ,  Global Humanitarian Award (2013).    	Kaen is moFt famous for inventing the Dyso vacuuJ.	1	Kamen is most famous for inventing the Dyson vacuum.	1
1404	T1550	GW4	   Jorgen Skafte Rasmussen was born on ( 1878-07-30 ) July 30, 1878  Nakskov, Denmark.  Jorgen Skafte Rasmussen died on August 12, 1964 (1964-08-12)  (aged 86)  Copenhagen, Denmark.  The spouse(s) of Jorgen Skafte Rasmussen is Theresie Liebe.  The children of Jorgen Skafte Rasmussen are Ilse, Hans, Ove, Arne.    	J?rgen Skafet Rsamussen had for children.	2	J?rgen Skafte Rasmussen had four children.	2
1000	T1017	GW28	   Casablanca is a movie.  The productioncompany of Casablanca is Warner Bros. - First National Pictures.  Casablanca was distributed by Warner Bros. Pictures.  Casablanca was based on Everybody Comes to Rick's  , by Murray Burnett , Joan Alison.   	Casablanca wfn an Oscar fAor Best Pciture.	1	Casablanca won an Oscar for Best Picture.	1
807	T811	GW28	   Collision Course is a album.  Collision Course was released on November 30, 2004 (2004-11-30).  Collision Course was recorded on July 16-19, 2004.  The length of Collision Course are 21:18  (CD), 45:01  (DVD).   	Collision CoQrse was recoredd nad released Bll within the sams year.	2	Collision Course was recorded and released all within the same year.	2
1682	T1784	GW86	   Interior is a painting.  The artist of Interior is Edgar Degas.  The medium of Interior is Oil on canvas.  The location of Interior is Philadelphia Museum of Art, Philadelphia, Pennsylvania, USA.    	Interior is a awtercolor paintign.	0	Interior is a watercolor painting.	0
1044	T1148	GW12	   The relatives of Britney Spears are Bryan Spears (brother), Jamie Lynn Spears (sister).  The born of Britney Spears is Britney Jean Spears ,  (1981-12-02) December 2, 1981 (age 37) , McComb, Mississippi, U.S..  The spouse(s) of Britney Spears are Jason Allen Alexander , ( m. 2004;  ann. 2004), Kevin Federline , ( m. 2004;  div. 2007).  The parent(s) of Britney Spears are James Spears, Lynne Spears.   	Britney FSpears married Kevin eFderline tjhe same yer she idvorced ason Alexander.	2	Britney Spears married Kevin Federline the same year she divorced Jason Alexander.	2
8	T12	GW4	   The prime minister  of Faroe Islands is Aksel V. Johannesen.  The capital and largest city of Faroe Islands is Torshavn 62°00′N 06°47′W / 62.000°N 6.783°W.  The monarch  of Faroe Islands is Margrethe II.  The high commissioner  of Faroe Islands is Lene Moyell Johansen.   	Th FaroN Islands are led b Lene oyell Johnansen.	0	The Faroe Islands are led by Lene Moyell Johnansen.	0
367	T416	GW4	   Johnny Depp is a musician.  The occupation of Johnny Depp is Actor, producer, musician.  The spouse(s) of Johnny Depp is Lori Allison , ( m. 1983;  div. 1985) , Amber Heard , ( m. 2015;  div. 2017).  The number of children of Johnny Depp are 2, including Lily-Rose Depp.   	The acUtor ohnny Depp had both f his chidren with Vmber Hheard.	1	The actor Johnny Depp had both of his children with Amber Heard.	1
257	T332	GW27	   The associated acts of Jay Park are Art of Movement , Cha Cha Malone , Dok2 , The Quiett , Dumbfoundead , SoReal Cru , Simon Dominic , Hoody , Higher Brothers , Honey Cocaine , Gray , Loco.  The birth name of Jay Park is Park Jae-beom.  The genres of Jay Park are Pop , Hip hop , R&B.  The labels of Jay Park are JYP Entertainment , SidusHQ , AOMG , H1GHR MUSIC , Roc Nation.   	Park Jae-eom ractices omre genres Wthan th number of labels e has ben on.	0	Park Jae-beom practices more genres than the number of labels he has been on.	0
1559	T1665	GW1	   Julian Assange was born on 3 July 1971  (age 47)   Townsville, Queensland, Australia.  The political party of Julian Assange was on Independent (since 2015), WikiLeaks (2012-2015).  The awards of Julian Assange are Index on Censorship's Freedom of Expression Awards' Economist New Media Award, Amnesty UK Media Award , Sam Adams Award, Le Monde Readers' Choice Award for Person of the Year, Time Readers' Choice Award for Person of the Year, Sydney Peace Prize, Martha Gellhorn Award, Walkley Award.   The years active of Julian Assange is 1987-present.   	Teh career of Julian Assaneg hDs ben gocing for more than htree decades.	0	The career of Julian Assange has been going for more than three decades.	0
899	T848	GW51	   The production company of Dear White People are Code Red Films, Duly Noted, Homegrown Pictures.  Dear White People was distributed by Lionsgate, Roadside Attractions.  The release date of Dear White People are January 18, 2014 (2014-01-18) (Sundance Film Festival), October 17, 2014 (2014-10-17) (United States).  Dear White People was produced by Effie Brown, Ann Le, Julia Lebedev, Angel Lopez, Justin Simien, Lena Waithe.   	Dear Whtte People origially became famous after Dreamwrks released tOhe show to Je sohwn ta he CanneY Festival.	0	Dear White People originally became famous after Dreamworks released the show to be shown at the Cannes Festival.	0
282	T361	GW27	   Joaquin Phoenix was born as Joaquin Rafael Bottom    ( 1974-10-28 )  October 28, 1974  (age 44)   San Juan, Puerto Rico.  The residence of Joaquin Phoenix is Hollywood Hills, California, U.S..  The other names of Joaquin Phoenix is Leaf Phoenix.  The parent(s) of Joaquin Phoenix are Arlyn Phoenix , John Lee Bottom.   	Joaquin Rafael BottoQm has been known a Lea Poenix.	2	Joaquin Rafael Bottom has been known as Leaf Phoenix.	2
